,ALXN,AZO,CHTR,EW,FTNT,HRL,ILMN,LVS,NFLX,CMG,HSY,IPGP,IT,URI,COO,DLTR,BIIB,ULTA,DPZ,MNST,EL,HFC,PRGO,REGN,MO,ROST,SHW,DG,AAPL,TSCO,FBHS,TDG,APTV,FLT,PSX,TSLA,NOW,AMCR,FANG,ORLY,AAL,NCLH,STZ,TSN,UAA,ABBV,EXR,CDW,IQV,LYB,SBAC,FB,GILD,HII,LB,KR,ABC,ABMD,PAYC,ANET,ALK,DXCM,TYL,AVGO,HD,MKTX,NI,AWK,EVRG,NOC,UNH,INFO,FTV,HUM,LMT,NEE,LW,BA,CTAS,HCA,PGR,TJX,CHD,KEYS,LLY,RMD,SBUX,CMS,IR,POOL,ZTS,ODFL,COST,WST,CLX,IDXX,AMZN
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363355587502488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3602603691983288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11112602985019517,0.0,0.04399088051467366,0.0,0.0,0.0,0.13040893514423557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384436099885708,0.0,0.0,0.0,0.014959208410370977,0.0,0.05209547950329423,0.0,0.0,0.0,0.0,0.07714745871145959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510140445705271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636675372550601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3605413442149092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11075382423762084,0.0,0.04379377961083929,0.0,0.0,0.0,0.12987667389200397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13809192062349884,0.0,0.0,0.0,0.014955067734755119,0.0,0.05203558594407296,0.0,0.0,0.0,0.0,0.07853917670536122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03491534278075439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656050526896437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35801281916364136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10869919748090999,0.0,0.044115620828246514,0.0,0.0,0.0,0.1311377668863237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13797864789251177,0.0,0.0,0.0,0.014794201459977492,0.0,0.05201994836153603,0.0,0.0,0.0,0.0,0.08138771660462454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03516177808069024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.08478746705976532,0.0,0.0,0.0,0.0,0.0,0.02044470733914164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043752885251072696,0.28014446076026217,0.0,0.0,0.0,0.0,0.0,0.0,0.04728844405989112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1191979735254118,0.12237968605181875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20112974814445278,0.0,0.0,0.0,0.0,0.0,0.015197724850451835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654775417057772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-02,0.0,0.0,0.08340883220398525,0.0,0.0,0.0,0.0,0.0,0.021185290111798784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043303511084149406,0.2804972359238193,0.0,0.0,0.0,0.0,0.0,0.0,0.04753116025948979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198453631103225,0.12096378679969907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022221266498363,0.0,0.0,0.0,0.0,0.0,0.015413221287034096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06542902854448483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-05,0.0,0.0,0.08489081880023448,0.0,0.0,0.0,0.0,0.0,0.020932824254784134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04410068025696446,0.27813217653745587,0.0,0.0,0.0,0.0,0.0,0.0,0.04756193399844527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12005686950309732,0.11982139677239115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20223393296195344,0.0,0.0,0.0,0.0,0.0,0.015649598124925803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664189710152389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-06,0.0,0.0,0.085760996939807,0.0,0.0,0.0,0.0,0.0,0.02167627412770649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043110492859163276,0.2801411199449774,0.0,0.0,0.0,0.0,0.0,0.0,0.04718936888920932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11892163371031163,0.11797802166589967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20275207560048264,0.0,0.0,0.0,0.0,0.0,0.015549821550841196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06672129564411061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-07,0.0,0.0,0.08800116564556015,0.0,0.0,0.0,0.0,0.0,0.021764291489476218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042955111743423216,0.27717512565939656,0.0,0.0,0.0,0.0,0.0,0.0,0.0477709652045861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11862366258378289,0.11668594258317252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20591848892680856,0.0,0.0,0.0,0.0,0.0,0.015516765256825455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0653900802027893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-08,0.0,0.0,0.08649737159593547,0.0,0.0,0.0,0.0,0.0,0.021421213595547006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04290545602121385,0.27228595724317983,0.0,0.0,0.0,0.0,0.0,0.0,0.04744573259747148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11879060250364318,0.11892351931615798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21015340456595485,0.0,0.0,0.0,0.0,0.0,0.0153071355316489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0660709271143533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09,0.0,0.0,0.08810749583852333,0.0,0.0,0.0,0.0,0.0,0.021771050767260408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04336268708652794,0.27592413242592917,0.0,0.0,0.0,0.0,0.0,0.0,0.04830471862147864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11208830656034141,0.11984100563733871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20659398556059722,0.0,0.0,0.0,0.0,0.0,0.015628532783116374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06817556851722954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-12,0.0,0.0,0.08832822701145335,0.0,0.0,0.0,0.0,0.0,0.021886576343552712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04369214558356585,0.2746170459264613,0.0,0.0,0.0,0.0,0.0,0.0,0.04841555547391353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11272895559514534,0.11933251257347763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20629702502757194,0.0,0.0,0.0,0.0,0.0,0.015432077726443288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06906620504037747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-13,0.0,0.0,0.0898874796332512,0.0,0.0,0.0,0.0,0.0,0.021975521167933217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044123002552452766,0.274243784757048,0.0,0.0,0.0,0.0,0.0,0.0,0.0488691495188215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11014247030213958,0.11922630113086856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2069792887842062,0.0,0.0,0.0,0.0,0.0,0.015232640797870957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911742947241291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-14,0.0,0.0,0.09190405811610326,0.0,0.0,0.0,0.0,0.0,0.022064794919619126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04406019402241664,0.27633803657446965,0.0,0.0,0.0,0.0,0.0,0.0,0.04860464498178404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108945178162802,0.11574181923768143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2071051775582536,0.0,0.0,0.0,0.0,0.0,0.015309717373368056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06777272190784721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-15,0.0,0.0,0.09282729459081504,0.0,0.0,0.0,0.0,0.0,0.02234331829016147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044714534466582634,0.27256409716552954,0.0,0.0,0.0,0.0,0.0,0.0,0.048481398603181756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108929054943863,0.11536388062785673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208155430944043,0.0,0.0,0.0,0.0,0.0,0.015610073606922587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06884275168896498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-16,0.0,0.0,0.09203477935672644,0.0,0.0,0.0,0.0,0.0,0.022221925957355223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04569924265337304,0.2732292049503893,0.0,0.0,0.0,0.0,0.0,0.0,0.05015087786226866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110982951489615,0.11633620628442844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20633336231624752,0.0,0.0,0.0,0.0,0.0,0.015858365152323584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06694860355056396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-19,0.0,0.0,0.09176810628032633,0.0,0.0,0.0,0.0,0.0,0.02234053283822512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04511783051433942,0.2740168610647604,0.0,0.0,0.0,0.0,0.0,0.0,0.04912002237021261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11048135075491221,0.11955906859572471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20551740041949668,0.0,0.0,0.0,0.0,0.0,0.015943347921079844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659319229879801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-20,0.0,0.0,0.09238211153368694,0.0,0.0,0.0,0.0,0.0,0.022317297542191195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045349699718361704,0.27423253440441414,0.0,0.0,0.0,0.0,0.0,0.0,0.04921273834519254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11065752735116183,0.11680290808106726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20798611122825172,0.0,0.0,0.0,0.0,0.0,0.016293849957530235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06456134098880835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-21,0.0,0.0,0.0928131534173795,0.0,0.0,0.0,0.0,0.0,0.022601784424393933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04578545119364943,0.2773073819287199,0.0,0.0,0.0,0.0,0.0,0.0,0.04898658369819579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108455610839666,0.11562234741386912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20650683689022767,0.0,0.0,0.0,0.0,0.0,0.016051476944925366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06327519571277783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-22,0.0,0.0,0.09344234804200618,0.0,0.0,0.0,0.0,0.0,0.02260659167948068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045141227660189215,0.2771649502699498,0.0,0.0,0.0,0.0,0.0,0.0,0.048709995158108706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11168136370948133,0.11796398652899862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20433169889138802,0.0,0.0,0.0,0.0,0.0,0.016439354703684406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0623127161411162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,0.0,0.0,0.09288312681582642,0.0,0.0,0.0,0.0,0.0,0.0225187403343581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044883591279839166,0.2764765731856271,0.0,0.0,0.0,0.0,0.0,0.0,0.048516842228956136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1112385062946485,0.11772494438477403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20751280388370377,0.0,0.0,0.0,0.0,0.0,0.01629660730111724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617433130177487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-27,0.0,0.0,0.09294816955906596,0.0,0.0,0.0,0.0,0.0,0.02292161153104228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045029607499112334,0.27605290046779374,0.0,0.0,0.0,0.0,0.0,0.0,0.04835166579380388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1107937743677818,0.11830233009029283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20777448278578767,0.0,0.0,0.0,0.0,0.0,0.01609605714094466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061525268886862834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-28,0.0,0.0,0.09334655107151402,0.0,0.0,0.0,0.0,0.0,0.02263138614153073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04480615385862758,0.27664840801749924,0.0,0.0,0.0,0.0,0.0,0.0,0.048215674181875154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11152854245825196,0.11804337879162251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20699454197021971,0.0,0.0,0.0,0.0,0.0,0.016085727225325003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06149415063329707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-29,0.0,0.0,0.09370209705046581,0.0,0.0,0.0,0.0,0.0,0.022533709260755423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045090705579047353,0.278589788736903,0.0,0.0,0.0,0.0,0.0,0.0,0.048113332674958306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11154336546947465,0.11703834304179012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20674739794765726,0.0,0.0,0.0,0.0,0.0,0.016135049737138012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06030069754093101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-30,0.0,0.0,0.09335316481829672,0.0,0.0,0.0,0.0,0.0,0.02250461198420019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045163850364553414,0.27625589022147834,0.0,0.0,0.0,0.0,0.0,0.0,0.048080703271343374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11277607544692735,0.11718382564422783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2066519593438656,0.0,0.0,0.0,0.0,0.0,0.016272725819559214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06154940891941784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,0.0,0.0,0.15890941399679737,0.0,0.0,0.0,0.0,0.0,0.03974102177451881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11332203017191468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14937881342612858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2238878368895666,0.0,0.0,0.0,0.0,0.0,0.09280216761983488,0.0,0.0,0.0,0.0,0.05996780598305725,0.0,0.07098401667796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05624802468963305,0.034491582838565314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04,0.0,0.0,0.15997352257080535,0.0,0.0,0.0,0.0,0.0,0.039804560863448975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11366631815199701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14785464516732513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22451927409328212,0.0,0.0,0.0,0.0,0.0,0.09293740977018523,0.0,0.0,0.0,0.0,0.06028035527447795,0.0,0.07098186799925604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05558716176021982,0.03413114303010676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05,0.0,0.0,0.16200423177241585,0.0,0.0,0.0,0.0,0.0,0.04041694963338565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11471198414423638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14753813994922857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22164333418293997,0.0,0.0,0.0,0.0,0.0,0.09445494396662439,0.0,0.0,0.0,0.0,0.05966169668304104,0.0,0.06963486036997345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05558897798920389,0.034081958437132874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06,0.0,0.0,0.16326509616797177,0.0,0.0,0.0,0.0,0.0,0.040232516144112856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11446800728190032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14767978938595303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22110752290327965,0.0,0.0,0.0,0.0,0.0,0.0935589841894147,0.0,0.0,0.0,0.0,0.06034740728978852,0.0,0.06908889574911733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05582220856822443,0.03416637161012942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-09,0.0,0.0,0.1635059918487395,0.0,0.0,0.0,0.0,0.0,0.04051315255898443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11427228412100046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14564414778402326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22061198672142987,0.0,0.0,0.0,0.0,0.0,0.09278762547265518,0.0,0.0,0.0,0.0,0.06198954988216247,0.0,0.07002685320722994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0560444433132425,0.03433868556450905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-10,0.0,0.0,0.1627827468610996,0.0,0.0,0.0,0.0,0.0,0.039747181472645686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11376779572238453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1458744851604797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22277016750661863,0.0,0.0,0.0,0.0,0.0,0.09218581478516902,0.0,0.0,0.0,0.0,0.06107314810081877,0.0,0.0728506460269421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05479883853529733,0.0338867879253244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
